username,tweet,waktu,likes,retweets,replies,tweet_link
METRO TV,"METRO TV METRO TV @Metro_TV · Banjir bandang  menerjang dua desa di Kabupaten Aceh Tenggara, pada Senin sore (30/12).  Banjir  ini juga membawa material berupa bebatuan, kayu, serta lumpur yang menyebabkan kerusakan  #BanjirBandang #BanjirAceh #AcehTenggara #MetroTV 1 1 1 1 1 1 1.3K 1.3K 1.3K",31-12-2024 15:36,0,0,0,https://x.com/Metro_TV/status/1874011859793424792
,@flavescere · ada bgt pgn nangisnya pas shuffle lagu yg diplay adalah yawn. di saat-saat mau menyerah gini????  banjir bandang  gan... https:// 1711288571?i=1711289117 … 14 14 14,31-12-2024 15:32,0,0,0,https://x.com/flavescere/status/1874010816170910190
Pageant Studio,"Pageant Studio Pageant Studio @pageantstd · Pada 3-4 Desember 2024, hujan deras mengguyur Sukabumi, memicu  banjir bandang  dan longsor yang merusak banyak tempat. Dalam dua hari, alam begitu kuat mengguncang, menghancurkan rumah, infra... - View More  https:// 35 35 35",31-12-2024 15:26,0,0,0,https://x.com/pageantstd/status/1874009193553768753
Kompas.com,"Kompas.com Kompas.com @kompascom · Lima kecamatan di Kabupaten Aceh Tenggara, Provinsi Aceh, terendam  banjir bandang  pada Minggu (30/12/2024). Kecamatan yang terdampak adalah Bambel, Lawe Bulan, Lawe Sumur, Deleng Pokhison, dan Semadam. |  #AcehBanjir regional.kompas.com regional.kompas.com Banjir Terjang 5 Kecamatan di Aceh Tenggara, Jalan Nasional Lumpuh Total Banjir Terjang 5 Kecamatan di Aceh Tenggara, Jalan Nasional Lumpuh Total Lima kecamatan di Aceh Tenggara terendam banjir bandang, jalan nasional lumpuh total. Tim BPBD bekerja keras untuk pemulihan. Lima kecamatan di Aceh Tenggara terendam banjir bandang, jalan nasional lumpuh total. Tim BPBD bekerja keras untuk pemulihan. 2 2 2 1.7K 1.7K 1.7K",31-12-2024 15:08,0,0,0,https://x.com/kompascom/status/1874004675521110269
BNPB Indonesia,"BNPB Indonesia BNPB Indonesia @BNPB_Indonesia · Supaya kita tidak terdadak jika terjadi  banjir ,  banjir bandang , atau longsor ketika hujan lebat, ayo bersama-sama berkeliling memonitor situasi sungai, tanggul, lereng tebing dan lokasi lain. 1 1 1 1 1 1 1 1 1 1K 1K 1K",31-12-2024 12:37,0,0,0,https://x.com/BNPB_Indonesia/status/1873966608294785246
Lady Slvttherin,"Lady Slvttherin Lady Slvttherin @tomiechains · @ARSIPAJA Wkwkwk gausah takut bahaya deforestation kata dia. Ntar klo ada bencana  banjir bandang  dll, pasti omon2nya teguran dari Tuhan, cari kambing hitam lain hmmmmm 1 1 1 12 12 12 125 125 125 16K 16K 16K",31-12-2024 12:21,0,0,0,https://x.com/tomiechains/status/1873962760880771273
meow,meow meow @meow_leader2 · @hypergengsi and and @ARSIPAJA dipikirnya dia bisa jadi kaya gara² sawit.. yg kaya mah tetap produsen nya lah.. rakyat mah nanti dapatnya  banjir bandang  nya doang.. 373 373 373,31-12-2024 12:07,0,0,0,https://x.com/meow_leader2/status/1873959237698936980
oytn,oytn oytn @oycd_ · @___btterfly Udah hanyut kena  banjir bandang 7 7 7,31-12-2024 11:09,0,0,0,https://x.com/oycd_/status/1873944530766200983
acehkini,acehkini acehkini @acehkini · Banjir Bandang  Melanda Aceh Tenggara acehkini.id acehkini.id Banjir Bandang Melanda Aceh Tenggara - Acehkini.ID Banjir Bandang Melanda Aceh Tenggara - Acehkini.ID Banjir bandang dan banjir luapan melanda sejumlah kawasan di Aceh Tenggara pada Ahad (29/12/2024). Sebanyak 13 desa dalam lima kecamatan terdampak bencana yang disebabkan hujan deras mengucur di... Banjir bandang dan banjir luapan melanda sejumlah kawasan di Aceh Tenggara pada Ahad (29/12/2024). Sebanyak 13 desa dalam lima kecamatan terdampak bencana yang disebabkan hujan deras mengucur di... 57 57 57,31-12-2024 11:01,0,0,0,https://x.com/acehkini/status/1873942557203587527
omon2,"omon2 omon2 @yzarief · @antaranews Berarti kita kehilangan hutan lagi,bkn ketahanan pangan yg didapat tapi  banjir bandang 8 8 8",31-12-2024 10:46,0,0,0,https://x.com/yzarief/status/1873938775648461182
HUMAS KORPS BRIMOB POLRI,"HUMAS KORPS BRIMOB POLRI HUMAS KORPS BRIMOB POLRI @humaskorbrimob · Brimob Sumut Bantu Korban  Banjir Bandang  di Tapanuli Utara

@humasbrimobsumut   Tim Produksi Humas Korps Brimob Polri #korpsbrimobpolri #humaskorpsbrimob #brimobuntuknusadanbangsa 1 1 1 1 1 1 3 3 3 64 64 64",31-12-2024 10:13,0,0,0,https://x.com/humaskorbrimob/status/1873930396049825994
Polsek Tlogosari,"Polsek Tlogosari Polsek Tlogosari @TlogosariPolsek · Akibat dari hujat lebat yang terjadi,mengakibatkan  banjir bandang  sehingga memecah tanggul dibantaran sungai.
Maka dari itu anggota TNI Polri melaksanakan kerja bhakti membantu warga sekitar yang tertimpa musibah untuk membangun kembali bantaran sungai yang rusak 26 26 26",31-12-2024 09:00,0,0,0,https://x.com/TlogosariPolsek/status/1873911970350739517
Lensa Indonesia RTV,Lensa Indonesia RTV Lensa Indonesia RTV @lensaRTV · @lensaRTV Jembatan nasional di Desa Suka Makmur juga tersumbat material  banjir bandang . BPBD Kabupaten Aceh Tenggara telah mengerahkan personel Tim Reaksi Cepat (TRC) ke lokasi kejadian untuk melakukan evakuasi dan pendataan. Alat berat juga ada di area bencana untuk upaya pembersihan. 60 60 60,31-12-2024 08:28,0,0,0,https://x.com/lensaRTV/status/1873904086921413090
Lensa Indonesia RTV,"Lensa Indonesia RTV Lensa Indonesia RTV @lensaRTV · Hujan dengan intensitas sedang hingga tinggi, mengakibatkan peningkatan debit air sungai di Kabupaten Aceh Tenggara, Provinsi Aceh, Senin (30/12) sekitar pukul 17.41 WIB. Kondisi itu membuat beberapa desa dilanda  banjir bandang .  #banjirbandang #banjiraceh #hujanderas 1 1 1 129 129 129",31-12-2024 08:28,0,0,0,https://x.com/lensaRTV/status/1873904083033297218
Kasakusuk,"Kasakusuk Kasakusuk @hehendasmu · Sebagai pendukung supaya kita cepat punah aku amat sangat setuju dengan Pa Prabs. Yang masih pada protes seharusnya lebih bisa memahami. Coba kalian gak belajar, keluarga kalian habis disapu  banjir bandang  kelak yha jadi lebih mudah mengikhlaskan dan menganggap bahwa itu takdir ~ GIF Kompas.com Kompas.com @kompascom · Presiden Prabowo Subianto menyatakan, Indonesia perlu menambah penanaman kelapa sawit tanpa takut dinilai membahayakan dan menyebabkan deforestasi. https://nasional.kompas.com/read/2024/12/30/17180431/prabowo-ingin-indonesia-tambah-lahan-sawit-enggak-usah-takut-deforestasi… https:// 0/17180431/prabowo-ingin-indonesia-tambah-lahan-sawit-enggak-usah-takut-deforestasi … 48 48 48",31-12-2024 08:27,0,0,0,https://x.com/hehendasmu/status/1873903851054784563
Aceh,"Aceh Aceh @Aceh · Banjir Bandang  Gampong Sukamakmur Kecamatan Semadam, Aceh Tenggara  2 2 2 12 12 12 30 30 30 1.4K 1.4K 1.4K",30-12-2024 23:11,0,0,0,https://x.com/Aceh/status/1873763875910471741
PejuangNKRI,PejuangNKRI PejuangNKRI @ThePatriot17845 · @addtaufiq @repez_26 and and @ferrykoto Menderita apanya? Saya Tiap hari di Jakarta berkat  @aniesbaswedan  Thamrin Sudirman sudah tidak ada  banjir ... Era Jokowi  Banjir Bandang  hampir seluruh Jakarta Muka Deso  @addtaufiq  dan China  @ferrykoto  sembunyi dimanaaa???... Mata buat lihat... 96 96 96,30-12-2024 22:38,0,0,0,https://x.com/ThePatriot17845/status/1873755634329624702
na,na na @vouldemoort · @convomf pilih yg fasilitasnya bagus anti  banjir bandang  badai angin ribut nder 497 497 497,30-12-2024 22:31,0,0,0,https://x.com/vouldemoort/status/1873753793386672553
tukang villa kw-250,"tukang villa kw-250 tukang villa kw-250 @delta_rrg · @bgswijayaa Jir kekuatan Indonesian oligarch emangggg  Bandung juga sama jirrr. Udh sering  banjir  dan  banjir  lumpur gara2 bandung utara ludes.

Terparah sebelum 2020: viva.co.id viva.co.id Banjir Bandang di Bandung Bawa Lumpur Semeter Banjir Bandang di Bandung Bawa Lumpur Semeter Tidak ada korban dalam bencana ini. Tidak ada korban dalam bencana ini. 207 207 207",30-12-2024 22:13,0,0,0,https://x.com/delta_rrg/status/1873749194122662085
tukang villa kw-250,tukang villa kw-250 tukang villa kw-250 @delta_rrg · @bgswijayaa Sayangnya DPD ga punya power semacam Senat AS  Kalo jalur hijau mudah2an nasibnya ga sama kaya Bandung Utara yg 20 taun terakhir penggundulan hutannya gila gilaan sampe nyebabin  banjir bandang  beberapa taun terakhir 1 1 1 83 83 83,30-12-2024 22:00,0,0,0,https://x.com/delta_rrg/status/1873745905884782781
Caa ʕ•Ⱉ•ʔ,"Caa ʕ•Ⱉ•ʔ Caa ʕ•Ⱉ•ʔ @noonachaniee · Kyknya tetanggaku mau hujan badai, angin topan,  banjir bandang  ttp aja karaokean pke speaker gedenya itu. Bjirrlah tiap hari cok kekk gitu, kata gue mah lu tinggal di hutan ae lah biar bebas dah tuh karaokean dri pagi smpe pagi lagi mau segede apa jg suaranya gk ada yg peduli tuh 109 109 109",30-12-2024 21:20,0,0,0,https://x.com/noonachaniee/status/1873735953489203444
tribungayo_official,"tribungayo_official tribungayo_official @tribungayo_ofc · Banjir Bandang  Aceh Tenggara Rusak Fasilitas Umum dan Lahan Pertanian, Jalan ke Medan Lumpuh
  https:// jir-bandang-aceh-tenggara-rusak-fasilitas-umum-dan-lahan-pertanian-jalan-ke-medan-lumpuh …  lewat  @tribunnews gayo.tribunnews.com gayo.tribunnews.com Banjir Bandang Aceh Tenggara Rusak Fasilitas Umum dan Lahan Pertanian, Jalan ke Medan Lumpuh -... Banjir Bandang Aceh Tenggara Rusak Fasilitas Umum dan Lahan Pertanian, Jalan ke Medan Lumpuh -... Musibah bencana alam banjir bandang yang menerjang Desa Lawe Beringin Gayo, Suka Makmur Kecamatan Semadam Kabupaten Aceh Tenggara Musibah bencana alam banjir bandang yang menerjang Desa Lawe Beringin Gayo, Suka Makmur Kecamatan Semadam Kabupaten Aceh Tenggara 19 19 19",30-12-2024 21:16,0,0,0,https://x.com/tribungayo_ofc/status/1873734810516246847
Rodiyah is alive....BuzzerRP,"Rodiyah is alive....BuzzerRP Rodiyah is alive....BuzzerRP @matakudoea · @antaranews Anjir, hutan cadangan dijadikan sumber ketahanan pangan.
Apa gak akan ada  banjir bandang  di Indonesia setelah ini? 2 2 2 104 104 104",30-12-2024 21:11,0,0,0,https://x.com/matakudoea/status/1873733581807522253
Polsek Pujer,"Polsek Pujer Polsek Pujer @Polsek_Pujer86 · Akibat dari hujat lebat yang terjadi,mengakibatkan  banjir bandang  sehingga memecah tanggul dibantaran sungai.
Maka dari itu anggota TNI Polri melaksanakan kerja bhakti membantu warga sekitar yang tertimpa musibah untuk membangun kembali bantaran sungai yang rusak #fyp #poldajatim 12 12 12",30-12-2024 20:32,0,0,0,https://x.com/Polsek_Pujer86/status/1873723838112120953
Mamamoo Indonesia,"Mamamoo Indonesia Mamamoo Indonesia @mamamooID · UPDATE PER 30 DESEMBER 2024: Bantuan dari Moomoo Indonesia telah diserahkan kepada adik-adik terdampak  banjir bandang  untuk pembelian perlengkapan sekolah baru yang telah diserahkan oleh tim Sekolah Relawan. 

Terimakasih untuk semua Moomoo Indonesia yang telah berpartisipasi Mamamoo Indonesia Mamamoo Indonesia @mamamooID · Untuk merayakan ulang tahun Moonbyul tahun ini, MamamooID telah menyalurkan donasi yang terkumpul dari Moomoo INA kepada tim Sekolah Relawan yang terjun langsung ke lokasi untuk menyerahkan bantuan kepada warga terdampak banjir Sukabumi 23 23 23 61 61 61 1.3K 1.3K 1.3K",30-12-2024 20:30,0,0,0,https://x.com/mamamooID/status/1873723360183738620
alibaba,alibaba alibaba @Iljamff · @Pak_Irv Hampir semua bangsa juga memiliki cerita tentang  banjir bandang 236 236 236,30-12-2024 20:07,0,0,0,https://x.com/Iljamff/status/1873717672665657581
tribungayo_official,"tribungayo_official tribungayo_official @tribungayo_ofc · BREAKING NEWS:  Banjir Bandang  Terjang Aceh Tenggara, Bebatuan dan Kayu Gelondongan Penuhi Jalan
  https:// aking-news-banjir-bandang-terjang-aceh-tenggara-bebatuan-dan-kayu-gelondongan-penuhi-jalan …  lewat  @tribunnews gayo.tribunnews.com gayo.tribunnews.com BREAKING NEWS: Banjir Bandang Terjang Aceh Tenggara, Bebatuan dan Kayu Gelondongan Penuhi Jalan -... BREAKING NEWS: Banjir Bandang Terjang Aceh Tenggara, Bebatuan dan Kayu Gelondongan Penuhi Jalan -... Desa Suka Makmur dan Desa Lawe Beringin Gayo, Kecamatan Semadam Kabupaten Aceh Tenggara, diterjang banjir bandang, Senin (30/12/2024) sore Desa Suka Makmur dan Desa Lawe Beringin Gayo, Kecamatan Semadam Kabupaten Aceh Tenggara, diterjang banjir bandang, Senin (30/12/2024) sore 12 12 12",30-12-2024 20:03,0,0,0,https://x.com/tribungayo_ofc/status/1873716439036957133
Presiden kopi,"Presiden kopi Presiden kopi @PresidenKopi · Banjir bandang  pahae Jae  ..
Aek sarula 

Cc.  @bobbynasution_ @PemprovSUMUT Tapanuli utara provinsi sumatera utara 4 4 4 7 7 7 19 19 19 712 712 712",30-12-2024 19:53,0,0,0,https://x.com/PresidenKopi/status/1873713996920246356
taerae,"taerae taerae @taeraue · Parody account @karinabluew NUNN AKU UDH LIAT, sedih banget ternyata nuna hikd hikd *nangis  banjir bandang * 1 1 1 32 32 32",30-12-2024 16:23,0,0,0,https://x.com/taeraue/status/1873661150166147445
SimadaNews,"SimadaNews SimadaNews @NewsSimada · Banjir Bandang  di Taput,  500 Warga Mengungsi, 77 Rumah Rusak simadanews.com simadanews.com Banjir Bandang di Taput, 500 Warga Mengungsi, 77 Rumah Rusak Banjir Bandang di Taput, 500 Warga Mengungsi, 77 Rumah Rusak SimadaNews.com-Tapanuli Utara dilanda banjir bandang yang terjadi akibat curah hujan dengan intensitas tinggi pada Minggu, 29 Desember 2024, sekitar pukul 18.00 WIB. Bencana ini melanda dua... SimadaNews.com-Tapanuli Utara dilanda banjir bandang yang terjadi akibat curah hujan dengan intensitas tinggi pada Minggu, 29 Desember 2024, sekitar pukul 18.00 WIB. Bencana ini melanda dua... 7 7 7",30-12-2024 15:48,0,0,0,https://x.com/NewsSimada/status/1873652349492998518
Comfood,"Comfood Comfood @comfoodx · Tsunami dari langit atau bom hujan terjadi saat hujan lebat dari badai atau topan   membawa gelombang besar   di permukaan air. Ini bisa menyebabkan  banjir bandang  atau gelombang berbahaya di pesisir. Meskipun tidak terkait dengan tsunami bawah laut, dampaknya tetap Show more 155 155 155 1 1 1 238 238 238 1.2K 1.2K 1.2K",30-12-2024 15:46,0,0,0,https://x.com/comfoodx/status/1873651855508877325
iNews,"iNews iNews @officialinews_ · Banjir Bandang  di Taput Surut, Jalan dan Permukiman Warga Dipenuhi Lumpur sumut.inews.id sumut.inews.id Banjir Bandang di Taput Surut, Jalan dan Permukiman Warga Dipenuhi Lumpur Banjir Bandang di Taput Surut, Jalan dan Permukiman Warga Dipenuhi Lumpur https://img.inews.co.id/media/600/files/inews_new/2024/12/30/banjir_taput.jpg https://img.inews.co.id/media/600/files/inews_new/2024/12/30/banjir_taput.jpg 80 80 80",30-12-2024 15:43,0,0,0,https://x.com/officialinews_/status/1873651002685202649
VOI Media,"VOI Media VOI Media @MediaVoi · Banjir Bandang  Melanda Tapanuli Utara Sumut, 500 Orang Mengungsi voi.id voi.id Banjir Bandang Melanda Tapanuli Utara Sumut, 500 Orang Mengungsi Banjir Bandang Melanda Tapanuli Utara Sumut, 500 Orang Mengungsi Badan Penanggulangan Bencana Daerah (BPBD) mencatat banjir bandang yang melanda di dua kecamatan di Tapanuli Utara, Sumatera Utara, mengakibatkan 500 orang mengungsi. Badan Penanggulangan Bencana Daerah (BPBD) mencatat banjir bandang yang melanda di dua kecamatan di Tapanuli Utara, Sumatera Utara, mengakibatkan 500 orang mengungsi. 9 9 9",30-12-2024 15:35,0,0,0,https://x.com/MediaVoi/status/1873649213428453500
Polsek Tamanan,"Polsek Tamanan Polsek Tamanan @PolsekTamanan1 · Akibat dari hujan lebat yang terjadi,mengakibatkan  banjir bandang  sehingga memecah tanggul dibantaran sungai.
TNI Polri melaksanakan kerja bhakti membantu warga sekitar yang tertimpa musibah untuk membangun kembali bantaran sungai yang rusak
  #poldajatim #humaspoldajatim 1 1 1 13 13 13",30-12-2024 15:31,0,0,0,https://x.com/PolsekTamanan1/status/1873648068056473614
K,K K @oceamaries · Parody account @hotteracez and and @ladypornz soon venue  banjir bandang  akibat air mata gw 16 16 16,30-12-2024 14:56,0,0,0,https://x.com/oceamaries/status/1873639282780602533
K,"K K @oceamaries · Parody account @oceamaries nonton yang di netflix pun gw berkaca kaca, gimana kalo langsung.. menurut gw itu venue  banjir bandang 27 27 27",30-12-2024 14:54,0,0,0,https://x.com/oceamaries/status/1873638741140722097
Berita Borneo,Berita Borneo Berita Borneo @BeritaBorneo1 · Akses Jalan di Tapanuli Utara Lumpuh Akibat  Banjir Bandang  -   https:// an-di-tapanuli-utara-lumpuh-akibat-banjir-bandang/ … 24 24 24,30-12-2024 14:32,0,0,0,https://x.com/BeritaBorneo1/status/1873633181787930929
Electrizen Tarakan,"Electrizen Tarakan Electrizen Tarakan @electrizen_trk · TASPEN menunjukkan komitmennya dalam membantu masyarakat dengan menyalurkan bantuan kepada korban bencana  banjir bandang  dan longsor di Sumatera Barat dan  banjir  di Kabupaten Ogan Komering Ulu (OKU), Sumatera Selatan.  #TASPENPeduli 41 41 41",30-12-2024 14:07,0,0,0,https://x.com/electrizen_trk/status/1873626959357571220
lalaaa,"lalaaa lalaaa @cilalaaalagi · @dicky_r14 and and @tanyarlfes betul, aku bilang spesifik balikpapan selatan, karna bener bener daerah yang sebelah pantai. selain puanas ketintank, nek udan b anjir  b andang panasnya yang nusuk kulit + langsung bikin sunburn (ini testimoni dari aku yg asli jawa, sempet rantau di balikpapan) 2 2 2 12 12 12 4.7K 4.7K 4.7K",30-12-2024 13:44,0,0,0,https://x.com/cilalaaalagi/status/1873621181229899857
Pak Bhabin Prajekan,"Pak Bhabin Prajekan Pak Bhabin Prajekan @ediershibwo · Akibat dari hujat lebat yang terjadi,mengakibatkan  banjir bandang  sehingga memecah tanggul dibantaran sungai.
Maka dari itu anggota TNI Polri melaksanakan kerja bhakti membantu warga sekitar yang tertimpa musibah untuk membangun kembali bantaran sungai yang rusak. 21 21 21",30-12-2024 12:49,0,0,0,https://x.com/ediershibwo/status/1873607234405740654
Polsek Wonosari,"Polsek Wonosari Polsek Wonosari @FerySng_ · Akibat dari hujat lebat yang terjadi,mengakibatkan  banjir bandang  sehingga memecah tanggul dibantaran sungai.
Maka dari itu anggota TNI Polri melaksanakan kerja bhakti membantu warga sekitar #fyp #poldajatim #foryou #tanggapbencana #humaspoldajatim instagram.com instagram.com polsek wonosari (@polsek.wonosari1) • Instagram reel polsek wonosari (@polsek.wonosari1) • Instagram reel 28 28 28",30-12-2024 12:39,0,0,0,https://x.com/FerySng_/status/1873604825621168478
kangen pokcil banget,kangen pokcil banget kangen pokcil banget @metonichill · Parody account @syyymey momentmya  banjir bandang  banget 24 24 24,30-12-2024 12:25,0,0,0,https://x.com/metonichill/status/1873601392851739092
UniversitasIndonesia,"UniversitasIndonesia UniversitasIndonesia @univ_indonesia · Tim UI Peduli Berikan Bantuan Logistik hingga Trauma Healing bagi Korban  Banjir Bandang  dan Tanah Longsor di Kabupaten Sukabumi

Baca selengkapnya di sini:  https:// berikan-bantuan-logistik-hingga-trauma-healing-bagi-korban-banjir-bandang-dan-tanah-longsor-di-kabupaten-sukabumi/ … #UniversitasIndonesia #UIUpdate 1 1 1 1 1 1 6 6 6 1.9K 1.9K 1.9K",30-12-2024 12:00,0,0,0,https://x.com/univ_indonesia/status/1873594867634348282
Jelly Chaikamon.,"Jelly Chaikamon. Jelly Chaikamon. @chaikamonjelly · Parody account  Apakah ini badai sebelum di cintai secara ugal ugalan apa badai yg jadi  banjir bandang  Kagak  banjir bandang  juga ya njirr  ini gue nemu alurnya, agak berad sikitt. Gak gede banger tapi #tellonym '@chaikamonjelly' 253 253 253",30-12-2024 07:16,0,0,0,https://x.com/chaikamonjelly/status/1873523501434544498
FPMKI,"FPMKI FPMKI @InfoFPMKI · Banjir bandang  di Salib Kasih - Tarutung Banjir Bandang  di beberapa lokasi, utamanya Rute Sigotom tujuan Tarutung via Salib Kasih sepanjang jalan Simorangkir, tadi malam dimulai sekitar pukul 18.30 wib 29/12/24.  Banjir  juga terjadi di Kecamatan Pahae Jae - Sarulla 4 4 4 14 14 14 873 873 873",30-12-2024 07:15,0,0,0,https://x.com/InfoFPMKI/status/1873523246303449099
𝐆𝐚𝐥𝐥𝐞𝐧 ᴸᵉˣ ᴸᵉᵃⁿᵈᵉʳ ᴱˢᵗᵉᶠᵃⁿ,𝐆𝐚𝐥𝐥𝐞𝐧 ᴸᵉˣ ᴸᵉᵃⁿᵈᵉʳ ᴱˢᵗᵉᶠᵃⁿ 𝐆𝐚𝐥𝐥𝐞𝐧 ᴸᵉˣ ᴸᵉᵃⁿᵈᵉʳ ᴱˢᵗᵉᶠᵃⁿ @XVIIKMGIV · Parody account Terbangun lalu notif ku penuh belio  @So0nyoungk  baru kelar menyelam pun  banjir bandang  lagi. Gk papa tetep sayang gue sama hyung gweh satu ini  GIF 1 1 1 1 1 1 1 1 1 122 122 122,30-12-2024 00:23,0,0,0,https://x.com/XVIIKMGIV/status/1873419644264235504
디사,디사 디사 @gyugyugyu__57 · perasaan gue ke choi seungcheol udah  banjir bandang  deras mengalir :) :) @sounds_of_cheol · seungcheol so pretty so cute 45 45 45,29-12-2024 20:52,0,0,0,https://x.com/gyugyugyu__57/status/1873366599899766992
Cameron.,Cameron. Cameron. @Kadironka · Parody account Boleh gak sih kasih buku harian kita aja kalo lagi sesi konsul ke psikolog karena udah gak sanggup cerita alias yang ada  banjir bandang ? 1 1 1 114 114 114,29-12-2024 19:47,0,0,0,https://x.com/Kadironka/status/1873350080197247201
noooniess,"noooniess noooniess @needhazuinrl · And 1 thing that i wasn't expecting tu ternyata banjirnya jatohnya  banjir bandang , literally tetanggaku ada yg rumahnya rata kek tanah sampe an noooniess noooniess @needhazuinrl · @needhazuinrl @needhazuinrl Fyi 10 hari lalu rumahku kebanjiran dan di rumah cm ada 4 org waktu itu jd ga kelar"" beberesnya 1 1 1 144 144 144",29-12-2024 18:39,0,0,0,https://x.com/needhazuinrl/status/1873332997749158106
RezaAldi,RezaAldi RezaAldi @Pelaripalsu · @maatchaaca anjir  banjir bandang 18 18 18,29-12-2024 18:33,0,0,0,https://x.com/Pelaripalsu/status/1873331390860996736
Man with sin from his past,Man with sin from his past Man with sin from his past @NetizenTier1 · @onecak Jika uang segitu dibelikan bakso se jabodetabek  banjir bandang  bakso 3 hari 3 malam wkwk 31 31 31,29-12-2024 17:37,0,0,0,https://x.com/NetizenTier1/status/1873317315720397063
☆,☆ ☆ @semihaww · @loubvemysins siap nabung air mata dulu nanti kalo baca biar  banjir bandang 1 1 1 1 1 1 44 44 44,29-12-2024 17:26,0,0,0,https://x.com/semihaww/status/1873314556577272081
aello.,aello. aello. @kailanius · @saergith bukan bikin badan sehat tapi ini senam mengundang  banjir bandang . 36 36 36,29-12-2024 16:27,0,0,0,https://x.com/kailanius/status/1873299800260841786
ni,ni ni @nojemorks · @mechaaniee udahhh…. lgsg  banjir bandang b antalkuu 2 2 2 28 28 28,29-12-2024 14:50,0,0,0,https://x.com/nojemorks/status/1873275277167731173
phel (ipin),phel (ipin) phel (ipin) @shoyoujeruk · @mtchifuyu kejang-kejang  banjir bandang  huru-hara gegap-gempita 14 14 14,29-12-2024 10:49,0,0,0,https://x.com/shoyoujeruk/status/1873214633315831956
