id,username,created_at,retweets_count,likes_count,User_location,text_clean,text_preprocessed
FALSE,Lucki,3/24/2022 3:06,0,0,,kejaksaan agung pastikan dukung penuh program ikn nusantara🔥🔥   dukung ekonomi kreatif,"['jaksa', 'agung', 'pasti', 'dukung', 'penuh', 'program', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Radio Idola Semarang,3/24/2022 3:06,1,2,"Semarang, Jawa Tengah",diskusi  dengan prof djohermansyah djohan     strategi pembiayaa…,"['diskusi', 'prof', 'djohermansyah', 'djohan', 'strategi', 'pembiayaa']"
FALSE,𝚃𝚖𝚖𝚢 𝙳 𝚄𝚗𝚐𝚊𝚛𝚊,3/24/2022 3:06,0,1,Lembah Gunung Ungaran ,semua yg kusampaikan beradab adab bukan sebatas sopan santun sopan santun te…,"['yg', 'sampai', 'adab', 'adab', 'batas', 'sopan', 'santun', 'sopan', 'santun', 'te']"
FALSE,Lucki,3/24/2022 3:06,0,0,,kejaksaan agung pastikan dukung penuh program ikn nusantara🔥   dukung ekonomi kreatif,"['jaksa', 'agung', 'pasti', 'dukung', 'penuh', 'program', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Abu Hasimi,3/24/2022 3:05,0,0,,waras ikn ada dalam mimpi,"['waras', 'ikn', 'mimpi']"
FALSE,Lucki,3/24/2022 3:05,0,0,,kejaksaan agung pastikan dukung penuh program ikn nusantara🔥🔥     dukung ekonomi kreatif,"['jaksa', 'agung', 'pasti', 'dukung', 'penuh', 'program', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Radio Idola Semarang,3/24/2022 3:05,0,0,"Semarang, Jawa Tengah",diskusi  dengan yusuf wibisono  strategi pembiayaan ikn melalui crowd fundin…,"['diskusi', 'yusuf', 'wibisono', 'strategi', 'biaya', 'ikn', 'crowd', 'fundin']"
FALSE,Muhammad EmhA,3/24/2022 3:02,0,0,,saweran buat bangun ikn kalo dihitung  jiwa   rupiah  rp perjiwa siapa yg mau,"['sawer', 'bangun', 'ikn', 'kalo', 'hitung', 'jiwa', 'rupiah', 'rp', 'jiwa', 'yg']"
FALSE,Kuple Naciro,3/24/2022 3:01,0,0,Jakarta sebelah kanan,stop dulu proyek ikn jadiin bansos aje duitnye 🤣🤣🤣🤣,"['stop', 'proyek', 'ikn', 'jadiin', 'bansos', 'aje', 'duitnye', '']"
FALSE,BEM FH UI 2022,3/24/2022 3:00,1,1,"Fakultas Hukum, Universitas In",ritual kendi nusantara simbolis persatuan atau perampasan  halo fh ui ui dan indonesia  senin  maret …,"['ritual', 'kendi', 'nusantara', 'simbolis', 'satu', 'ampas', 'halo', 'fh', 'ui', 'ui', 'indonesia', 'senin', 'maret', '']"
FALSE,Keythoshi 🇮🇩,3/24/2022 2:59,1,0,,yang pingin ikn itu dipindah siapa 🙄  kok sekarang minta urunan dana ke rakyat 🤣  gue secara pribadi ogah urunan…,"['pingin', 'ikn', 'pindah', '', 'urun', 'dana', 'rakyat', '', 'gue', 'pribadi', 'ogah', 'urun']"
FALSE,Arisha Luana,3/24/2022 2:57,0,0,,nusantara sebagai nama ikn dari pandangan kebhinnekaan dukung ekonomi kreatif,"['nusantara', 'nama', 'ikn', 'pandang', 'kebhinnekaan', 'dukung', 'ekonomi', 'kreatif']"
FALSE,ClaudiaSintami,3/24/2022 2:56,0,0,"Kalimantan Timur, Indonesia",kejagung sangat mendukung ikn   dukung ekonomi kreatif,"['jagung', 'dukung', 'ikn', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Harian Haluan,3/24/2022 2:56,0,0,"West Sumatra, Indonesia",ksp masyarakat kaltim antusias dengan ikn nusantara,"['ksp', 'masyarakat', 'kaltim', 'antusias', 'ikn', 'nusantara']"
FALSE,sofiaindahpermata,3/24/2022 2:54,0,0,,direktur  kawasan perkotaan dan batas negara kemendagri thomas umbu pati tena bolodadi menyampaikan konsep desa pi…,"['direktur', 'kawasan', 'kota', 'batas', 'negara', 'kemendagri', 'thomas', 'umbu', 'pati', 'tena', 'bolodadi', 'konsep', 'desa', 'pi']"
FALSE,🇮🇩 bisa jahat dan bisa baik 🇮🇩,3/24/2022 2:51,0,0,"Jakarta Timur, DKI Jakarta",marm wabil khusus yang selalu bilang negara baik² saja silahkan urunan untuk bangun ikn,"['marm', 'wabil', 'khusus', 'bilang', 'negara', 'baik', 'silah', 'urun', 'bangun', 'ikn']"
FALSE,sofiaindahpermata,3/24/2022 2:51,0,0,,dukung pembangunan ikn nusantara dukungan doa dan harapan bahwa indonesia akan mencapai kemajuan yang luar biasa d…,"['dukung', 'bangun', 'ikn', 'nusantara', 'dukung', 'doa', 'harap', 'indonesia', 'capai', 'maju', 'd']"
FALSE,Mugen Bakari,3/24/2022 2:49,0,0,,nusantara sebagai nama ibu kota baru dan kendi nusantara ikn dari pandangan kebhinekaan dukung ekonomi kreatif,"['nusantara', 'nama', 'kota', 'kendi', 'nusantara', 'ikn', 'pandang', 'kebhinekaan', 'dukung', 'ekonomi', 'kreatif']"
FALSE,⛔𝕭𝖆𝖈𝖐𝖀𝖕_𝕻7⃣𝕬𝖓𝖌_🇮🇩0⃣4⃣,3/24/2022 2:49,0,0,,⃣erick thohir ikn nusantara akan jadi pusat ekonomi baru dukung ekonomi kreatif,"['erick', 'thohir', 'ikn', 'nusantara', 'pusat', 'ekonomi', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Boe,3/24/2022 2:48,0,0,,gegayaan mau bangun ikn duit kagak gablek sudah diberi tahu ngeyel,"['gegayaan', 'bangun', 'ikn', 'duit', 'kagak', 'gablek', 'ngeyel']"
FALSE,Lena Hersifa,3/24/2022 2:48,0,0,,kpk tegas dan berani ancam oknum yang mencoba korupsi di proyek ikn,"['kpk', 'berani', 'ancam', 'oknum', 'coba', 'korupsi', 'proyek', 'ikn']"
FALSE,Sby 27-28 | Makassar 29-31 | VCS,3/24/2022 2:47,0,0,Nomanden,iya yaa bangun ikn masih minta sumbangan 😂,"['iya', 'yaa', 'bangun', 'ikn', 'sumbang', '']"
FALSE,ERANASIONAL.COM,3/24/2022 2:47,0,1,"Jakarta Selatan, DKI Jakarta",pemerintah masih hitung kebutuhan dana untuk ikn,"['perintah', 'hitung', 'butuh', 'dana', 'ikn']"
FALSE,Saddam,3/24/2022 2:46,0,0,Surakarta Hadinigrat,ikn lahan basah bagi para koruptor 😂,"['ikn', 'lahan', 'basah', 'koruptor', '']"
FALSE,Cecilia Suwanda,3/24/2022 2:46,0,9,"Jakarta Capital Region, Indone",berkemah nih ye tapi makan di resto terenak 😋   terinspirasi pak jokowi kemah di ikn tapi pakdhe makan mie instan 😉,"['kemah', 'nih', 'ye', 'makan', 'resto', 'enak', '', 'inspirasi', 'jokowi', 'kemah', 'ikn', 'pakdhe', 'makan', 'mie', 'instan', '']"
FALSE,POSITIF MINDSET,3/24/2022 2:46,0,0,"Solok, Sumatera Barat",dukung ikn nusantara demi indonesia   dukung ekonomi kreatif,"['dukung', 'ikn', 'nusantara', 'indonesia', 'dukung', 'ekonomi', 'kreatif']"
FALSE,KABAR IKN NUSANTARA,3/24/2022 2:45,0,0,"Samarinda, Kaltim, Indonesia",proyek pembangunan ikn mulai ditender kppu siapkan pendampingan,"['proyek', 'bangun', 'ikn', 'tender', 'kppu', 'siap', 'damping']"
FALSE,liliex_julianto,3/24/2022 2:45,0,0,,didu iuran wajib pbb pph bpjs  ikn,"['didu', 'iur', 'wajib', 'pbb', 'pph', 'bpjs', 'ikn']"
FALSE,Morodjoyo,3/24/2022 2:45,0,1,,saya rasa lebihh tepatnya    batalkan saja  ikn,"['lebihh', 'tepat', 'batal', 'ikn']"
FALSE,sofiaindahpermata,3/24/2022 2:45,0,0,,pembangunan ikn nusantara di kaltim menjadi magnet kemajuan bagi bangsa,"['bangun', 'ikn', 'nusantara', 'kaltim', 'magnet', 'maju', 'bangsa']"
FALSE,Mur Baud,3/24/2022 2:44,0,0,"Miami, Florida",mamam noh ikn,"['mamam', 'noh', 'ikn']"
FALSE,(Bukan) WS Rendra,3/24/2022 2:44,0,0,,konkrit dong ttg penilaian bagus amp tidak bagus bagusnya korsel jepang seapa tdk bagusnya indonesia s…,"['konkrit', 'ttg', 'nilai', 'bagus', 'amp', 'bagus', 'bagus', 'korsel', 'jepang', 'apa', 'tdk', 'bagus', 'indonesia', 's']"
FALSE,preman insaf,3/24/2022 2:44,0,0,"Padang Timur, Indonesia",pengesahan uu ikn akan membawa kemajuan dan kesejahteraan bangsa indonesia dukung ekonomi kreatif,"['kesah', 'uu', 'ikn', 'bawa', 'maju', 'sejahtera', 'bangsa', 'indonesia', 'dukung', 'ekonomi', 'kreatif']"
FALSE,#AINGURANGSUNDA,3/24/2022 2:43,0,0,"Bandung, Jawa Barat",mudik lebaran mesti sdh vaksin x mandalika bebas tuch tanpa embelembel prokes hatihati skr ikn sdg butuh dana…,"['mudik', 'lebaran', 'mesti', 'sdh', 'vaksin', 'x', 'mandalika', 'bebas', 'tuch', 'embelembel', 'prokes', 'hatihati', 'skr', 'ikn', 'sdg', 'butuh', 'dana']"
FALSE,Teten,3/24/2022 2:43,2,0,muara teweh,kebayang ga setelah ikn jadi developer bener dapat rejeki nomplok beli tanah murah bikin p…,"['bayang', 'ga', 'ikn', 'developer', 'bener', 'rejeki', 'nomplok', 'beli', 'tanah', 'murah', 'bikin', 'p']"
FALSE,Safina Yulianti,3/24/2022 2:43,0,0,,erick thohir ikn nusantara akan jadi pusat ekonomi baru   dukung ekonomi kreatif,"['erick', 'thohir', 'ikn', 'nusantara', 'pusat', 'ekonomi', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Si Nopak,3/24/2022 2:43,0,0,,dukungan dan harapan pengembangan sdm di kalimantan,"['dukung', 'harap', 'kembang', 'sdm', 'kalimantan']"
FALSE,KADRUNISTA HATERS !!,3/24/2022 2:42,0,0,"DKI Jakarta, Indonesia",wkwk ikn dah di ketok tp kadrun makin kencang gonggongtelat drunatau ini pengalihan isu ketidak jelasan sirku…,"['wkwk', 'ikn', 'dah', 'ketok', 'tp', 'kadrun', 'kencang', 'gonggongtelat', 'drunatau', 'alih', 'isu', 'tidak', 'jelas', 'sir']"
FALSE,everywherejkt,3/24/2022 2:41,0,0,everywhere,ga ada yg jelas ini iknkyk esemkawkwkwk,"['ga', 'yg', 'iknkyk', 'esemkawkwkwk']"
FALSE,Danaperdana_,3/24/2022 2:40,0,0,,tanggapan mui sola pemindahan ikn dukung ekonomi kreatif,"['tanggap', 'mui', 'sola', 'pindah', 'ikn', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Agustiana,3/24/2022 2:40,0,1,,mentri yg gagal  menko maritim   gagal bikin tol laut dan investor yg biayayi ikn magraria  gagal laksanakan  r…,"['tri', 'yg', 'gagal', 'menko', 'maritim', 'gagal', 'bikin', 'tol', 'laut', 'investor', 'yg', 'biayayi', 'ikn', 'magraria', 'gagal', 'laksana', 'r']"
FALSE,Sabrina Bach,3/24/2022 2:39,0,0,,kajian pembangunan  sudah sejak lama akhirnya direalisasikan,"['kaji', 'bangun', 'realisasi']"
FALSE,Tika Elvira,3/24/2022 2:39,0,1,"Kota Bukittinggi, Sumatera Bar",ikn dirancang berkelanjutan demi menuju indonesia maju  dukung ekonomi kreatif,"['ikn', 'rancang', 'lanjut', 'indonesia', 'maju', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Tika Elvira,3/24/2022 2:38,0,1,"Kota Bukittinggi, Sumatera Bar",ikn nusantara mesin baru kemajuan bangsa dukung ekonomi kreatif,"['ikn', 'nusantara', 'mesin', 'maju', 'bangsa', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Geboy,3/24/2022 2:37,0,0,,mui yakin pemindahan ikn sdh di pertimbangkan dukung ekonomi kreatif,"['mui', 'pindah', 'ikn', 'sdh', 'timbang', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Geboy,3/24/2022 2:37,0,0,,ikn akan majukan indonesia dukung ekonomi kreatif,"['ikn', 'maju', 'indonesia', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Herald.id,3/24/2022 2:37,0,0,"Jakarta Selatan, DKI Jakarta",sekjen kementerian pupr takut salah sebut angka kebutuhan dana bangun ikn,"['sekjen', 'menteri', 'pupr', 'takut', 'salah', 'angka', 'butuh', 'dana', 'bangun', 'ikn']"
FALSE,mantegil,3/24/2022 2:36,0,0,"Sungai Liat, Indonesia",banyak dukungan ikn dukung ekonomi kreatif,"['dukung', 'ikn', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Rian hidayat,3/24/2022 2:36,0,0,"Kalimatan Utara, Indonesia",harapan masyarakat dengan penetapan nusantara sebagai nama ibu kota baru dan pengesahan uu ikn  dukung ekonomi krea…,"['harap', 'masyarakat', 'tetap', 'nusantara', 'nama', 'kota', 'kesah', 'uu', 'ikn', 'dukung', 'ekonomi', 'krea']"
FALSE,😊,3/24/2022 2:36,0,1,"SUB, IDN",apa sih pak urgencynya ikn,"['sih', 'urgencynya', 'ikn']"
FALSE,PatriotNKRI,3/24/2022 2:35,0,1,,lahannya tibatiba dipasang patok ikn warga mulai gusar terancam digusur saya mau mati di sini,"['lahan', 'tibatiba', 'pasang', 'patok', 'ikn', 'warga', 'gusar', 'ancam', 'gusur', 'mati']"
TRUE,Liputan6.com,3/24/2022 2:35,0,10,,gandeng korsel ikn nusantara bakal seperti sejong,"['gandeng', 'korsel', 'ikn', 'nusantara', 'sejong']"
FALSE,Penikmat Plat AB,3/24/2022 2:35,0,0,,maju lah negara maju lainnya  menggunakan pajak untuk menghidupi rakyatnya negara maju kita  minta iu…,"['maju', 'negara', 'maju', 'pajak', 'hidup', 'rakyat', 'negara', 'maju', 'iu']"
FALSE,Wak Nablu,3/24/2022 2:34,0,0,,saya kasih ide buat konsorsium ikn buat panitia untuk meminta sumbangan ditengah jalan raya seluruh negeri wakanda,"['kasih', 'ide', 'konsorsium', 'ikn', 'panitia', 'sumbang', 'tengah', 'jalan', 'raya', 'negeri', 'wakanda']"
TRUE,Republika.co.id,3/24/2022 2:32,1,6,"Jakarta, Indonesia",panglima tni berencana menambah ribuan personel untuk ditempatkan di ikn,"['panglima', 'tni', 'rencana', 'tambah', 'ribu', 'personel', 'tempat', 'ikn']"
FALSE,mobil es em pe,3/24/2022 2:31,0,0,canberra australia,korupsi apbn nya biar jalan stop  pajak kami jangan di belikan vaksin buat ikn buat kreta cepat buat gp…,"['korupsi', 'apbn', 'nya', 'biar', 'jalan', 'stop', 'pajak', 'belikan', 'vaksin', 'ikn', 'kreta', 'cepat', 'gp']"
FALSE,Rama,3/24/2022 2:31,0,0,,didu minyak goreng mahal telur terigu daging ayam mahal cabai tomat dan lain² mahal ppn akan di naikan…,"['didu', 'minyak', 'goreng', 'mahal', 'telur', 'terigu', 'daging', 'ayam', 'mahal', 'cabai', 'tomat', 'lain', 'mahal', 'ppn', 'naik']"
FALSE,Luffy D.,3/24/2022 2:31,0,1,"Kalimantan Selatan, Indonesia",kn nusantara mesin baru kemajuan bangsa dukung ekonomi kreatif,"['kn', 'nusantara', 'mesin', 'maju', 'bangsa', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Bangsa Indonesia,3/24/2022 2:31,0,1,"Padang Pariaman, Sumatera Bara",jaksa agung dukung pembangunan ikn nusantara   dukung ekonomi kreatif,"['jaksa', 'agung', 'dukung', 'bangun', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Ozilaprilia 🇲🇨,3/24/2022 2:30,0,0,"Kota Palembang, Sumatera Selat",dukung ikn nusantara   dukung ekonomi kreatif,"['dukung', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Berlian Utami,3/24/2022 2:29,0,0,"Probolinggo, Jawa Timur",i love you ikn nusantara   dukung ekonomi kreatif,"['i', 'love', 'you', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,ARIF,3/24/2022 2:29,0,4,Indonesia,ketidakyakinan akan ikn,"['ketidakyakinan', 'ikn']"
FALSE,Bimasakti💯% 🅽🅺🆁🅸🇮🇩,3/24/2022 2:29,0,1,"Bulungan, Kalimantan Utara",menteri badan usaha milik negara bumn erick thohir mengatakan ikn nusantara bakal menjadi rumah bagi para generas…,"['menteri', 'badan', 'usaha', 'milik', 'negara', 'bumn', 'erick', 'thohir', 'ikn', 'nusantara', 'rumah', 'generas']"
FALSE,Welly Co'o,3/24/2022 2:27,0,0,"Kupang, Nusa Tenggara Timur",gp ansor dukung ikn nusantara dukung ekonomi kreatif,"['gp', 'ansor', 'dukung', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,bowo tejo,3/24/2022 2:26,0,0,,mui dukung pemindahan ikn dukung ekonomi kreatif,"['mui', 'dukung', 'pindah', 'ikn', 'dukung', 'ekonomi', 'kreatif']"
FALSE,bowo tejo,3/24/2022 2:25,0,0,,dukung pembangunan ikn nusantara dukung ekonomi kreatif,"['dukung', 'bangun', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Boe-231,3/24/2022 2:25,0,1,,setuju banget saham yang di minuman berakhir mending ditarik utk bangun pabrik minyak goreng  disuruh urunan ikhl…,"['tuju', 'banget', 'saham', 'minum', 'mending', 'tarik', 'utk', 'bangun', 'pabrik', 'minyak', 'goreng', 'suruh', 'urun', 'ikhl']"
FALSE,Risa Almir,3/24/2022 2:25,0,0,,pw gp ansor kaltim dukung ikn nusantara dukung ekonomi kreatif,"['pw', 'gp', 'ansor', 'kaltim', 'dukung', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Delitarosa,3/24/2022 2:25,0,0,,ikn nusantara adalah langkah yang diambil pemerintah untuk memajukan indonesia di masa depan dukung ekonomi kreatif,"['ikn', 'nusantara', 'langkah', 'ambil', 'perintah', 'maju', 'indonesia', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Eka Fitria,3/24/2022 2:25,0,0,,mui dukung pemindahan ikn nusantara dukung ekonomi kreatif,"['mui', 'dukung', 'pindah', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Kawulo Selow,3/24/2022 2:25,0,0,unidentified.,ikn juga bisa dipending dong justifikasinya lebih  banyak daripada penundaan pemilu,"['ikn', 'pending', 'justifikasi', 'tunda', 'milu']"
FALSE,(Bukan) WS Rendra,3/24/2022 2:24,0,0,,melebar ah pusing  skg kan gada side effect nih dg distribusi dan perekonomian itu semua jikalau i…,"['lebar', 'ah', 'pusing', 'skg', 'gada', 'side', 'effect', 'nih', 'dg', 'distribusi', 'ekonomi', 'i']"
FALSE,Serangan Fajar,3/24/2022 2:24,0,0,"Mendo Barat, Indonesia",mui soal ikn dukung ekonomi kreatif,"['mui', 'ikn', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Serangan Fajar,3/24/2022 2:23,0,0,"Mendo Barat, Indonesia",ikn nusantara kejaksaan  dukung ekonomi kreatif,"['ikn', 'nusantara', 'jaksa', 'dukung', 'ekonomi', 'kreatif']"
TRUE,CNN Indonesia,3/24/2022 2:23,3,4,,ngabalin klaim warga kaltim antusias dengan pembangunan ikn nusantara,"['ngabalin', 'klaim', 'warga', 'kaltim', 'antusias', 'bangun', 'ikn', 'nusantara']"
FALSE,NOT AN AIRBENDER,3/24/2022 2:22,0,0,Indonesia,harusnya jauh lbh dr itu  terutama ikn seharusnya sudah berdiri itu bangunan dlm proses pembang…,"['lbh', 'dr', 'ikn', 'diri', 'bangun', 'dlm', 'proses', 'bang']"
FALSE,Humas ResPklKota,3/24/2022 2:22,0,0,,transformasi bangsa di ikn nusantara  ada  hal transformasi pemindahan ikn untuk melakukan transformasi bangsa m…,"['transformasi', 'bangsa', 'ikn', 'nusantara', 'transformasi', 'pindah', 'ikn', 'transformasi', 'bangsa', 'm']"
FALSE,Kadrun,3/24/2022 2:22,0,0,"Sumatera Selatan, Indonesia",ikn nusantara di kaltim jokowi sebut alam indonesia jadi modal kembangkan energi hijau     dukung ekonomi kreatif,"['ikn', 'nusantara', 'kaltim', 'jokowi', 'alam', 'indonesia', 'modal', 'kembang', 'energi', 'hijau', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Berita New,3/24/2022 2:22,0,0,,dukung penuh program kepala otorita ikn nusantara dukung ekonomi kreatif,"['dukung', 'penuh', 'program', 'kepala', 'otorita', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
