username,tweet,waktu,likes,retweets,replies,tweet_link
purplebling,purplebling purplebling @lavendershf · @air_selangor Elokla tiap2 minggu  pencemaran air ..hahahha 2 2 2 999 999 999,31-12-2022 21:23,0,0,0,https://x.com/lavendershf/status/1609193539610501120
SinarHarian,SinarHarian SinarHarian @SinarOnline · Kawasan yang dijangka terkesan akan dimaklumkan kelak. -  Air  Selangor https:// https:// 5 5 5 13 13 13 25 25 25 12K 12K 12K,31-12-2022 21:17,0,0,0,https://x.com/SinarOnline/status/1609191980122120192
Air Selangor,"Air Selangor Air Selangor @air_selangor · Berikutan kenyataan rasmi Lembaga Urus  Air  Selangor mengenai insiden  pencemaran  bau yang telah dikesan di Stesen Pam  Air  Mentah Jenderam Hilir,  Air  Selangor ingin memaklumkan henti tugas sementara LRA Sg Semenyih pada jam 7 malam, 31 Disember 2022.  #AirSelangor #3112SgSemenyih 57 57 57 233 233 233 70 70 70 104K 104K 104K",31-12-2022 20:37,0,0,0,https://x.com/air_selangor/status/1609181866216804353
Tan Seng Giaw,"Tan Seng Giaw Tan Seng Giaw @Senggiaw · Hari ini,kita mengenang kembali 2022:Covid-19,pelajar hilang peluang,banjir,kenaikan harga barang,kes rasuah,isu bangsa, pencemaran air &parlimen tergantung.
Kita tidak boleh mengubah keadaan parlimen tergantung,tetapi kita mesti kawal kerajaan perpaduan daripada membuat keburukan. 144 144 144",31-12-2022 15:14,0,0,0,https://x.com/Senggiaw/status/1609100696703602691
Indozone Media,"Indozone Media Indozone Media @indozonemedia · Nikita Mirzani akhirnya bebas dari tahanan setelah mendekam selama 2 bulan 2 minggu di Rutan Serang, buntut laporan kasus Dito Mahendra terkait  pencemaran  nama baik. https:// nikita-mirzani-gercep-mandi-air-panas-pas-pertama-kali-bebas-gue-budukan-di-penjara … 228 228 228",31-12-2022 10:32,0,0,0,https://x.com/indozonemedia/status/1609029653972549633
Utusan Malaysia,"Utusan Malaysia Utusan Malaysia @UMonline · Kegagalan membendung  pencemaran  di kawasan hulu Lembangan Sg. Langat yang merangkumi Sg. Semenyih, Sg. Beranang dan beberapa anak su­ngai lain menyebabkan pengguna di sekitar Lembah Klang terus berdepan ancaman gang­guan bekalan  air  tidak berja­dual.  https:// 12/lembah-klang-terus-berdepan-gangguan-bekalan-air/ … 1 1 1 1K 1K 1K",31-12-2022 06:30,0,0,0,https://x.com/UMonline/status/1608968896404459523
AidilJumadi,AidilJumadi AidilJumadi @AidilJumadi · Ikan di akuarium harus diberi makan 2 kali sehari sejumlah makanan yang dapat dihabisi dalam waktu 5 menit untuk mencegah  pencemaran air . 16 16 16,31-12-2022 00:41,0,0,0,https://x.com/AidilJumadi/status/1608880885679652865
HMP FT-UB,"HMP FT-UB HMP FT-UB @hmpftub · @hmpftub • Wibi Idho Aristananda
185060400111033
""Studi Penentuan Status Mutu  Air  dengan Metode Indeks  Pencemaran  (IP) dan Water Quality Index (WQI) pada Sungai Kalimas, Kota Surabaya, Jawa Timur""
Dosen Pembimbing:
Emma Yuliani ST., MT., Ph.D.
Dr. Eng. Tri Budi Prayogo, ST., MT. 1 1 1 1 1 1 373 373 373",30-12-2022 20:06,0,0,0,https://x.com/hmpftub/status/1608811779546836993
KemenLH_BPLH,"KemenLH_BPLH KemenLH_BPLH @KLH_BPLH · Halo  #SobatHijau ! Berikut adalah update Status Mutu  Air  Menggunakan Alat Pemantauan Onlimo dan Indeks Standar  Pencemaran  Udara (ISPU) atau Pollutant Standart Indes (PSI) pada hari ini, Jumat, 30 Desember 2022 pukul 15:00 WIB. https:// https:// 3 3 3 340 340 340",30-12-2022 19:35,0,0,0,https://x.com/KLH_BPLH/status/1608803916740984836
Waskita Karya,"Waskita Karya Waskita Karya @waskita_karya · @waskita_karya Pembangunan IPAL ini akan menjadi support utama dalam pengelolaan limbah di Kawasan Inti Pusat Pemerintahan - Ibu Kota Negara, sehingga tetap menjaga kualitas  air  tanah & mengurangi  pencemaran  lingkungan. 1 1 1 113 113 113",30-12-2022 14:24,0,0,0,https://x.com/waskita_karya/status/1608725717860384771
LIPUTAN6,"LIPUTAN6 LIPUTAN6 @liputan6dotcom · Setelah mendengar keputusan majelis hakim, Nikita Mirzani langsung sujud syukur sambil menangis.  Air  matanya tak terbendung karena kebahagiaan yang meluap-luap https:// 166727/nikita-mirzani-divonis-bebas-dari-kasus-pencemaran-nama-baikutm_source=TWITTER&utm_medium=Post&utm_campaign=TWITTER_Red … 1 1 1 1 1 1 641 641 641",29-12-2022 15:12,0,0,0,https://x.com/liputan6dotcom/status/1608375495057625093
Sadar Air Bersih!,"Sadar Air Bersih! Sadar Air Bersih! @airkami_id · Ada salju di sungai Jakarta? Hahaha boekan kawan.

Itu mah  air  busa yang bikin  pencemaran ! 1 1 1 9 9 9 33 33 33 7.6K 7.6K 7.6K",29-12-2022 14:00,0,0,0,https://x.com/airkami_id/status/1608357180083933185
AidilJumadi,AidilJumadi AidilJumadi @AidilJumadi · Ikan di akuarium harus diberi makan 2 kali sehari sejumlah makanan yang dapat dihabisi dalam waktu 5 menit untuk mencegah  pencemaran air . 18 18 18,28-12-2022 22:41,0,0,0,https://x.com/AidilJumadi/status/1608125906379485184
Teman Roz,"Teman Roz Teman Roz @mr99zack · Tugas Akhir Kimia

Paper 2-3 halaman diketik tentang Studi Kasus  Pencemaran  Lingkungan (Tanah/ Air /Udara) Akibat Kegiatan Industri yg terkait Permesinan
yang wajib ada didalam papernya
1. Penyebab
2. Akibat
3. Solusi yg sudah diterapkan
4. Ide/Gagasan Solusi yg baru dari kalian 85 85 85",28-12-2022 18:56,0,0,0,https://x.com/mr99zack/status/1608069300023349252
O T H A N I U L,"O T H A N I U L O T H A N I U L @othaniul · @moviemenfes Menurutku seru banget sih. Dia seriesnya dark gitu, bawain temanya pun agak berat, kayak  pencemaran air  di laut dll cuma emang kualitasnya agak turun setelah season 1 hehe. Oiya dia ada poly relationship ya, jadi kalau kamu nggak nyaman mending nggak usah ditonton 1 1 1 2 2 2 582 582 582",28-12-2022 18:25,0,0,0,https://x.com/othaniul/status/1608061450404401155
Kosmo! Online,"Kosmo! Online Kosmo! Online @kosmo_online · Nak nampak kelainan sekali pun, pastikan aspek keselamatan diutamakan.  https:// iviti-makan-di-sungai-penyumbang-pencemaran-alam-risiko-kepala-air/ … 521 521 521",28-12-2022 10:37,0,0,0,https://x.com/kosmo_online/status/1607943886680227843
City0101,"City0101 City0101 @City01011 · @SahidaManan and and @lady_bugg11 Sgor,ada  pencemaran  jer, rawatan kolam  air . SoP nya macamtu. Takan nak salurkan rakyat  air  tercemar 2 2 2 1 1 1 20 20 20",27-12-2022 15:53,0,0,0,https://x.com/City01011/status/1607660855663136773
Buletin TV3,Buletin TV3 Buletin TV3 @BuletinTV3 · PENCEMARAN  BAU |  Bekalan  Air  Di 472 Kawasan Pulih Sepenuhnya  https:// g6JxQ&feature=shares … 2 2 2 2.1K 2.1K 2.1K,27-12-2022 12:52,0,0,0,https://x.com/BuletinTV3/status/1607615426422517766
fido dido,fido dido fido dido @fidodid47890711 · Aduh pulak..lagi2..yg xbetul semua kelantan..yg bagus2 semua kt selangor..hbs sblm ni  air  kt selangor xde semua sbb pncmrn la..baru thu..dr tahun 2014  pencemaran  xhbs2..gila taksub tahap dewa syial 1 1 1 36 36 36,27-12-2022 11:10,0,0,0,https://x.com/fidodid47890711/status/1607589782422720512
Getaran,Getaran Getaran @getaranmy · Bekalan  air  di lima kawasan terjejas akibat  pencemaran  bau di Stesen Pam  Air  Mentah Jenderam Hilir pulih sepenuhnya tengah malam tadi. #GetaranMY  |  #Semasa https:// /37890/bekalan-air-di-5-kawasan-selangor-pulih-sepenuhnya#.Y6po2dLTnM0.twitter … 97 97 97,27-12-2022 10:39,0,0,0,https://x.com/getaranmy/status/1607581881549352961
Zeti Akhtar Binti Harun,"Zeti Akhtar Binti Harun Zeti Akhtar Binti Harun @zeti_harun · @JoremeOthman Masalah  air  di kelantan berpanjangan, tp negeri lain berskala @ bila ada isu  pencemaran . Kena faham tu. 2 2 2 1 1 1 1 1 1 124 124 124",27-12-2022 10:12,0,0,0,https://x.com/zeti_harun/status/1607575026601177088
Hafiz Ho,Hafiz Ho Hafiz Ho @itsHafiz_Ho · Bekalan  air  di kawasan terjejas berikutan  pencemaran  bau di Stesen Pam  Air  Mentah Jenderam Hilir pulih sepenuhnya. #Malaysia #watersupply 1 1 1 70 70 70,27-12-2022 09:04,0,0,0,https://x.com/itsHafiz_Ho/status/1607558027074506752
Buletin TV3,"Buletin TV3 Buletin TV3 @BuletinTV3 · Bekalan  air  di kawasan terjejas berikutan  pencemaran  bau di Stesen Pam  Air  Mentah Jenderam Hilir, sudah pulih sepenuhnya. https:// an-air-di-lima-wilayah-terjejas-pulih-sepenuhnya/#.Y6pFov2ICNQ.twitter … 1 1 1 6 6 6 2.3K 2.3K 2.3K",27-12-2022 08:08,0,0,0,https://x.com/BuletinTV3/status/1607544028568117248
Zionist Is A Criminals,"Zionist Is A Criminals Zionist Is A Criminals @delta13z · @NaratifRakyat Gangguan bekalan  air  tu biasa lah akibat  pencemaran , maintenance loji, paip pecah...tapi gangguan bekalan sekejap aje. Lg pun di Selangor kerajaan bg subsidi/diskaun...yg pangkah PN pun dpt subsidi bekalan  air  di Selangor. 1 1 1 1 1 1 168 168 168",27-12-2022 00:23,0,0,0,https://x.com/delta13z/status/1607426939685588992
Siu Lin,"Siu Lin Siu Lin @SL_WorldPix · @AmirudinShari YAB, saya perasan macam perkara  pencemaran  diikuti oleh ketiadaan  air  kerap berlaku semasa sekitar hari2 perayaan/hari cuti. Boleh semak data sejarah serta buat analisa apakah yg membuat kitaran sebegitu? Bincang dgn kilang2 cuba fahami apakah yg mereka lazim lakukan masa2 ini. 52 52 52",26-12-2022 23:59,0,0,0,https://x.com/SL_WorldPix/status/1607420859786080256
schoolhummer,schoolhummer schoolhummer @F97id · @SaifuddinShafi and and @NaratifRakyat yang membezakan selangor tak ada  air  sebab berlaku  pencemaran  sumber dan telah diselesaikan dalam 2 hari. Kelantan tak ada  air  lebih 2 dekad. 2 2 2 3 3 3 222 222 222,26-12-2022 22:54,0,0,0,https://x.com/F97id/status/1607404550704750594
Korban Janji,"Korban Janji Korban Janji @kokondaa · @ehbram Pola pikir kayak gini nih yg bikin kota2 di indo makin macet dan ga ramah lingkungan....far far more convenient buat elu tapi trade off nya macet dan kerusakan lingkungan (polusi, banjir,  pencemaran air  tanah, dsb) 3 3 3 188 188 188",26-12-2022 22:53,0,0,0,https://x.com/kokondaa/status/1607404157409062912
سوهايمن,"سوهايمن سوهايمن @sayaieman · Butoh takda memo apa apa tau tau  air  terus takda. Tiap tahun acara sama aje masalah  air  sebab  pencemaran  bau. Naratif Rakyat Naratif Rakyat @NaratifRakyat · Nasib baik bukan Kelantan atau Terengganu. Kalau tak, teruk kena maki. Orang Selangor steady je. 1 1 1 147 147 147",26-12-2022 22:10,0,0,0,https://x.com/sayaieman/status/1607393493361782789
Buletin TV3,"Buletin TV3 Buletin TV3 @BuletinTV3 · Status pemulihan bekalan  air  di kawasan terjejas berikutan  pencemaran  bau di Stesen Pam  Air  Mentah Jenderam Hilir, sudah mencapai 95 peratus setakat jam 6 petang tadi. -  https:// uan-bekalan-air-di-selangor-sudah-95-peratus-pulih/ … 6 6 6 3.4K 3.4K 3.4K",26-12-2022 21:09,0,0,0,https://x.com/BuletinTV3/status/1607377968598339586
I&U,I&U I&U @IUisback · rasanya pernah nmpk 1 video terangkan ganggu ni disebabkan  pencemaran air . kita sedia maklumat selangor banyak kilang. jadi kt situ la kena  pencemaran . tapi diorg bertindak cepat n memastikan  air  yg bersih diedarkan kepada pengunan 198 198 198,26-12-2022 16:15,0,0,0,https://x.com/IUisback/status/1607303992438317058
Naj,Naj Naj @najleaz · @NaratifRakyat Air  tkde sebab  pencemaran …kalau kira MB tak perlu minta maaf pun 3 3 3 634 634 634,26-12-2022 12:40,0,0,0,https://x.com/najleaz/status/1607250053751779328
Buletin TV3,"Buletin TV3 Buletin TV3 @BuletinTV3 · Status pemulihan bekalan  air  di kawasan terjejas berikutan  pencemaran  bau di stesen pam  air  mentah Jenderam Hilir, Dengkil, Selangor telah mencapai 86 peratus setakat 1 petang tadi.  https:// ratus-kawasan-pulih-setakat-1-petang-air-selangor/#.Y6kvrNb1Xgw.twitter … 1 1 1 3 3 3 2.2K 2.2K 2.2K",26-12-2022 12:23,0,0,0,https://x.com/BuletinTV3/status/1607245575573106688
Tan Seng Giaw,"Tan Seng Giaw Tan Seng Giaw @Senggiaw · Ketika Hari Natal, Syarikat  Air  Selangor memberhentikan bekalan  air  kepada berapa kawasan kerana  air  sungai berbau. Semua pihak berikhtiar mengatasi masalah ini. Tetapi,  pencemaran  sungai berterusan. Masalah penuh dengan duri dan ranjau. 909 909 909",26-12-2022 10:48,0,0,0,https://x.com/Senggiaw/status/1607221887838621696
radio_kotabatik,radio_kotabatik radio_kotabatik @radio_kotabatik · #NOW #Liveinterview Progres kegiatan Renovasi  Air  Mancur Simpang Lima per bersama Kepala Bidang Pengendalian  Pencemaran  dan Kerusakan Lingkungan Pengelolaan RTH Dinas Lingkungan Hidup Kota Pekalongan – Eni Purwanti 1 1 1 66 66 66,26-12-2022 10:09,0,0,0,https://x.com/radio_kotabatik/status/1607212082310832128
ف,"ف ف @fxdhilxhhh_ · @fxdhilxhhh_ @kimietalib and and @dinfakhru542 And one more, kawasan rumah saya memang takda sebarang info berkenaan penutupan  air .

Biasa memang akan ada info sebab  pencemaran . This one, nothing.

Check kat website pun takda. Kalau you expect everyone akan buka apps sejam sebelum penutupan  air  berlaku, you're wrong. 1 1 1 1 1 1 541 541 541",26-12-2022 09:44,0,0,0,https://x.com/fxdhilxhhh_/status/1607205641483063297
Maznah Teh,"Maznah Teh Maznah Teh @teh_maznah · Status pemulihan bekalan  air  di kawasan terjejas berikutan   pencemaran  bau di Stesen Pam  Air  Mentah Jenderam Hilir, telah mencapai 16 peratus sehingga 7 malam tadi.  #Malaysia #watersupply 1 1 1 95 95 95",26-12-2022 07:58,0,0,0,https://x.com/teh_maznah/status/1607179112283787267
Abdul Rahim Wahab,"Abdul Rahim Wahab Abdul Rahim Wahab @AbdulRahimWahab · @AmirudinShari DS,
Seorang MB bukan jurucakap tentang perkembangan status pemulihan bekalan  air .

Tugas seorang MB ialah mencari, melaksana & memastikan penyelesaian kpd isu  pencemaran  yg berlaku di semua punca  air  mentah Ngri S'lgr.

Berdirilah di atas platfom yg betul.

cc. PM10  @anwaribrahim 1 1 1 62 62 62",26-12-2022 03:55,0,0,0,https://x.com/AbdulRahimWahab/status/1607117778179461120
basir bahari,basir bahari basir bahari @BasirBahari · Takde yang jaga bab penyambungan kot. Sebab isu  pencemaran air  di Loji Semenyih.  #airselangor 265 265 265,26-12-2022 03:08,0,0,0,https://x.com/BasirBahari/status/1607105974720167936
Abu Auni,"Abu Auni Abu Auni @NAF_virtue · Saya hanya lihat  pencemaran . Ada pun keselamatan tukang rekod dan pengunjung juga penting, pengusaha juga wajar rasional. Jangan pula tiba-tiba terkejut. 

Boleh tahu YBM  @NgaKorMing  lesen macam mana PBT keluarkan membolehkan premis perniagaan sampai ke dalam  air ? لينا لينا لينا لينا @liyanaliyana · Ya Allah takutnya, kepala air   stop la dulu aktiviti camni duduk rumah je la huwaaa  51 51 51",26-12-2022 00:08,0,0,0,https://x.com/NAF_virtue/status/1607060655781326850
Sudheep15,Sudheep15 Sudheep15 @Sudheepritch · @AmirudinShari cadangan saya adalah setiap pengguna wajib diberikan rebate/discount setiap kali terdapat gangguan bekalan  air  sebegini. maybe dengan itu gangguan boleh dikurangkan. setiap kali perayaan jer mesti ada  pencemaran  bau... takkan xleh nak predict and act proactive... haiz.. 1 1 1 63 63 63,25-12-2022 22:37,0,0,0,https://x.com/Sudheepritch/status/1607037855775461376
Hussaini,"Hussaini Hussaini @profhussaini · Beza  air  Selangor dan Kelantan.

Di Kelantan, bila kotor, after 30 years, masih lagi minum  air  yang sama.

Di Selangor, ada  pencemaran , terus tutup: baiki dan dirawat. KNB KNB @nizambakeri · ""Selangor pun tak ada air air, samalah macam Kelantan. Jangan tanya kenapa diorang masih sokong PAS, kau tu kenapa masih sokong PH?""

Honey, you didn't just equate Air Selangor with Air Kelantan, did you. 5 5 5 416 416 416",25-12-2022 22:09,0,0,0,https://x.com/profhussaini/status/1607030830505013251
Media Selangor,Media Selangor Media Selangor @Media_Selangor · Pemantauan rapi di Sungai Limau dan Sungai Semenyih akan diteruskan Lembaga Urus  Air  Selangor (LUAS) bagi mengesan sekiranya ada pengaliran saki baki  pencemaran . https:// erus-pantau-lokasi-pencemaran-kesan-jika-ada-saki-baki-cecair-minyak-wangi/ … 1 1 1 1.2K 1.2K 1.2K,25-12-2022 19:44,0,0,0,https://x.com/Media_Selangor/status/1606994306111340548
سوهايمن,سوهايمن سوهايمن @sayaieman · Cilakak tiap tahun masalah  air  ni takda penyelesaian. Alasan  pencemaran  bau manjang. Apa yg seronok sangat eh bau tu nak ngendeng dekat   air  Selangor ni? 279 279 279,25-12-2022 19:37,0,0,0,https://x.com/sayaieman/status/1606992513981894659
KemenLH_BPLH,"KemenLH_BPLH KemenLH_BPLH @KLH_BPLH · Halo  #SobatHijau ! Berikut adalah update Status Mutu  Air  Menggunakan Alat Pemantauan Onlimo dan Indeks Standar  Pencemaran  Udara (ISPU) atau Pollutant Standart Indes (PSI) pada hari ini, Minggu, 25 Desember 2022 pukul 16:00 WIB. https:// https:// 1 1 1 1 1 1 242 242 242",25-12-2022 19:33,0,0,0,https://x.com/KLH_BPLH/status/1606991529717141504
budak based.,budak based. budak based. @tg_arip · selangor ni bodoh sial asyik2  pencemaran air 208 208 208,25-12-2022 19:15,0,0,0,https://x.com/tg_arip/status/1606986981988511745
mira,"mira mira @mira_ashburn · Saya penduduk asal Gombak, Selangor sejak lahir. Saya tak pernah sampai kelantan. For me, Selangor is overpopulated. Bukan salah SYABAS. dah terlalu ramai n banyak  pencemaran . Tapi so far, kawasan saya tak pernah ada gangguan  air . Takdela sampai lori  air  tu datang rumah 17 17 17",25-12-2022 18:47,0,0,0,https://x.com/mira_ashburn/status/1606979829748076544
Astro AWANI,Astro AWANI Astro AWANI @501Awani · Pencemaran  itu berpunca daripada kemalangan lori membawa muatan pati minyak wangi.  #AWANInews #AWANI745 https:// a/gangguan-air-lra-sungai-semenyih-bukit-tampoi-kembali-beroperasi-398752 … 4 4 4 12 12 12 19K 19K 19K,25-12-2022 18:06,0,0,0,https://x.com/501Awani/status/1606969526251565056
Brar60,"Brar60 Brar60 @Brar602 · @nizambakeri Walalaun, bezakan antara bekalan terganggu sekali sekala atas sbb maintenance,  pencemaran  dgn bekalan teh tarik kekal. Pengurusan tu penting.  Air  Kelantan rancang sejak 30 thn tak selesai, macam2 alasan, mengapa? 1 1 1 1 1 1 610 610 610",25-12-2022 17:47,0,0,0,https://x.com/Brar602/status/1606964957232664576
Ismael,Ismael Ismael @ismadd2000 · @hannahyeoh Cuba buat siasatan. Adakah  kemalangan yg berlaku menyebabkan  pencemaran  sumber bekalan  air  di Selangor ada sesuatu yg tidak kena menyebabkan MB Selangor jadi kecaman. Negeri lain tak kedengaran kekerapan berlaku seperti ini. 1 1 1 226 226 226,25-12-2022 17:39,0,0,0,https://x.com/ismadd2000/status/1606962861921931264
Multatuli,Multatuli Multatuli @offtoathens · Pagi tadi makcik aku kata  pencemaran  loji rawatan  air  sebab ada perfume tertumpah.  3 3 3 85 85 85,25-12-2022 17:35,0,0,0,https://x.com/offtoathens/status/1606961834619449345
ᡣ𐭩,"ᡣ𐭩 ᡣ𐭩 @Izatiezulkifli · Kat klate tu, hari2 takdop  air . Hari2. Even yg ada tangki pun,  air  xdan penuh, habis dh guna. Kat selangor ni, takde  air  time  pencemaran  je dia shut down. Jarangla aku nk risau  air  kat slgor ni. Harini je aku risau sbb takde notis. Adui tadah 2 baldi je sempat ni  KNB KNB @nizambakeri · ""Selangor pun tak ada air air, samalah macam Kelantan. Jangan tanya kenapa diorang masih sokong PAS, kau tu kenapa masih sokong PH?""

Honey, you didn't just equate Air Selangor with Air Kelantan, did you. 144 144 144",25-12-2022 17:10,0,0,0,https://x.com/Izatiezulkifli/status/1606955632296628224
firdaus,"firdaus firdaus @Fird08 · meh sini aku bgtau kat kau matt. klu xde  pencemaran  kat LRA kt Selangor, xkn adanya gangguan bekalan  air .  Pencemaran  ni xde org tau bila dia jd, bknnya mcm ""weh Isnin depan LRA Hulu Langat ad  pencemaran , so standby eh"" 

yg beza dgn kelantan, mmg  air  bermasalah tiap² hari 1 1 1 253 253 253",25-12-2022 16:56,0,0,0,https://x.com/Fird08/status/1606952132812640257
aidil,"aidil aidil @climateaidil · Rasanya dah boleh berhenti kot buat kedai makan dalam sungai ni. Selain  pencemaran  sisa, sangat bahaya kalau berlakunya fenomena kepala  air . Lagi-lagi dengan perubahan iklim yang buat cuaca lebih ekstrem & tak menentu. Cuba nikmati sungai dari sudut yang lebih selamat. لينا لينا لينا لينا @liyanaliyana · Ya Allah takutnya, kepala air   stop la dulu aktiviti camni duduk rumah je la huwaaa  45 45 45 8.2K 8.2K 8.2K 8.9K 8.9K 8.9K 1.1M 1.1M 1.1M",25-12-2022 16:00,0,0,0,https://x.com/climateaidil/status/1606937801999933442
carihartanah.MY,"carihartanah.MY carihartanah.MY @carihartanahmy · @mohdazfisha and and @nizambakeri Untung la bang, kita sini buka pipe keluar  air  bau besi, sana buka pipe instant keluar teh tarik dgn kopi ceroi, apa pasal nak pasang coway bagai kalau bole dpt teh tarik  , selangor byk industrial area, nak kawal  pencemaran  100% tu mmg mustahil kan?. 1 1 1 4 4 4 1K 1K 1K",25-12-2022 14:34,0,0,0,https://x.com/carihartanahmy/status/1606916313263525888
Shie ⋆.˚༘⋆,"Shie ⋆.˚༘⋆ Shie ⋆.˚ ༘⋆ @Sh1eee_ · @MummyDina and and @air_selangor Lori bawak minyak wangi accident, minyak wangi tumpah dalam sungai. Diorang terpaksa tutup  air  sebelum  pencemaran  jadi tak terkawal & tunggu sungai flush sendiri minyak2 tu. Kalau tak nanti kita keracunan.  Air  dah ok, kena go through cycle treatment balik 12 jam 299 299 299",25-12-2022 14:33,0,0,0,https://x.com/Sh1eee_/status/1606915926804541441
putera bangi,putera bangi putera bangi @putera_bangi · @air_selangor Kenapa kes2 begini berulang berterusan...    air  utk kesihatan dan keselamatan pengguna...   kilang2 yg membuat  pencemaran  tu ditutup saja atau dihapuskan bersama pemeliknya...   jika tidak reformasi tahi kucing saja lah...   2 X 5 sama dgn geng penyamun tu... 1 1 1 501 501 501,25-12-2022 14:30,0,0,0,https://x.com/putera_bangi/status/1606915348489703425
iwan,"iwan iwan @ikhwan_hzq · Beria betul tunjuk kebodohan, masalah  air  dekat selangor sebab  pencemaran  sungai, bukan takdak  air  tiap2 bulan macam kelantan sana, ee kesian bengap 1 1 1 219 219 219",25-12-2022 11:55,0,0,0,https://x.com/ikhwan_hzq/status/1606876176974508033
Amirudin Shari,"Amirudin Shari Amirudin Shari @AmirudinShari · @KhairulAqmal Kod Merah Kecemasan  Pencemaran  Sumber  Air  telah diaktifkan sejurus selepas  pencemaran  dikesan pada jam 2 pagi, 24 Disember 2022. Saya juga berhubung dgn pasukan LUAS dan  Air  Selangor serta pihak Kementerian NRECC koordinasi respon tangani  pencemaran . Kemaskini sentiasa dibuat 4 4 4 1 1 1 1.8K 1.8K 1.8K",25-12-2022 11:51,0,0,0,https://x.com/AmirudinShari/status/1606875244312289281
